862, 308.68, 9.00, 20.04, -10.67, 20.04
911, 265.46, 42.77, -20.08, 0.98, -20.08
937, 216.62, 67.55, -20.08, 9.22, -20.08
965, 154.78, 64.41, 7.49, 5.33, 4.12
992, 123.27, 46.94, 20.04, -20.08, 20.04
1018, 103.76, 31.97, 17.89, -3.45, 3.18
1046, 85.81, 49.61, -20.08, 16.00, -20.08
1073, 72.23, 12.43, -7.88, -1.88, -4.00
1100, 51.83, 11.26, 20.04, -4.24, 20.04
1127, 45.62, 6.75, 20.04, -0.86, 20.04
1154, 44.42, 31.39, -20.08, 4.59, -20.08
1180, 36.46, 51.55, -20.08, 12.04, -20.08
1208, 7.00, 39.70, 6.43, -9.81, 20.04
1241, 10.90, 31.13, 20.04, -2.55, 20.04
1267, 29.92, -3.11, -20.08, -4.24, -20.08
1295, 25.53, 29.56, -20.08, 1.10, -20.08
1321, 17.72, -4.72, -5.02, -0.47, -7.14
1349, 3.11, 1.08, 20.04, 7.65, 20.04
1376, 7.37, -8.47, 20.04, -6.67, 20.04
1402, 17.26, 18.45, -20.08, 12.94, -20.08
1430, 14.52, -15.55, -20.08, -3.53, -20.08
1457, -0.32, -16.09, -6.79, -9.77, 20.04
1483, -9.66, -15.30, 20.04, -2.79, 20.04
1511, -4.30, -18.71, 20.04, -10.40, 20.04
1538, 3.88, -46.47, -20.08, -2.90, -20.08
1572, -3.77, -10.26, -20.08, 6.51, -20.08
1599, -16.03, -7.91, 20.04, -1.61, 20.04
1627, -15.83, -9.38, 20.04, -3.10, 20.04
1653, 1.89, -35.57, -20.08, -3.96, -9.10
1680, 3.77, -7.09, -20.08, 17.69, -20.08
1714, -10.91, -22.85, -5.61, -14.71, -2.63
1741, -12.96, -20.94, 20.04, -4.82, 20.04
1768, -9.09, -23.06, 14.51, -8.08, 18.51
1796, 0.47, 7.15, -20.08, 11.38, -20.08
1822, 0.08, 33.93, -20.08, 6.98, -20.08
1849, -18.42, 26.08, 20.04, -10.59, 20.04
1876, -15.15, 24.43, 20.04, 12.24, 20.04
1909, -3.73, 48.45, -5.73, 8.47, -20.08
1937, 0.52, 68.51, -20.08, 10.47, -20.08
1964, -1.78, 85.67, -20.08, 5.53, -19.30
1990, -19.88, 72.10, 20.04, -13.10, 20.04
2018, -13.68, 64.32, 20.04, 20.04, 20.04
2044, 1.10, 43.55, -12.63, -17.85, 10.55
2072, 7.28, 60.81, -20.08, 16.55, -20.08
2099, 4.94, 20.62, -20.08, -1.73, -20.08
2125, -13.18, 18.10, 20.04, -3.45, 20.04
2153, -12.80, 16.76, 20.04, 12.16, 20.04
2180, -0.17, 2.90, -6.47, -14.79, 8.20
2206, 9.51, 29.18, -20.08, 10.04, -20.08
2234, 8.75, 54.11, -20.08, 2.39, -20.08
2268, -11.21, 45.97, 20.04, -6.75, 20.04
2294, -8.55, 41.24, 20.04, 11.38, 20.04
2322, -2.35, 33.65, 0.35, -1.57, 18.32
2349, 1.24, 51.27, -20.08, 17.22, -20.08
2375, -0.57, 72.25, -20.08, 1.18, -20.08
2403, -17.63, 63.30, 20.04, -1.26, 20.04
2429, -17.32, 55.53, 20.04, 8.59, 20.04
2456, -10.63, 40.78, 9.34, -7.18, 10.63
2484, 1.58, 59.18, -20.08, 15.18, -20.08
2510, 4.43, 19.90, -20.08, -2.47, -20.08
2538, -18.69, 15.71, 20.04, -0.12, 11.02
2565, -26.34, 15.20, 20.04, 6.24, 20.04
2597, -16.51, 1.53, 19.61, -14.00, 20.04
2624, -0.00, 32.97, -15.57, 6.04, -20.08
2652, 5.46, 53.24, -20.08, 7.92, -20.08
2678, -2.29, 22.23, -14.47, -17.81, -20.08
2705, -24.38, 29.07, 20.04, 20.04, 20.04
2733, -16.06, 22.99, 20.04, 6.67, 20.04
2759, -2.05, 7.71, -7.77, -13.57, 6.20
2786, 12.83, 34.11, -20.08, 4.31, -20.08
2813, 12.31, 3.33, -20.08, -10.71, -20.08
2840, -6.92, 12.07, 14.16, 20.04, 20.04
2867, -9.78, 13.58, 20.04, 10.00, 20.04
2894, -5.37, 7.34, 15.57, -6.16, 20.04
2928, 6.86, 36.91, -20.08, 3.37, -20.08
2955, 7.07, 3.73, -20.08, -10.51, -20.08
2982, -12.75, 6.50, 20.04, 2.51, 20.04
3009, -9.38, 9.91, 20.04, 15.49, 20.04
3036, 1.52, -1.06, -0.94, -11.65, 10.20
3062, 13.84, 28.55, -20.08, 2.75, -20.08
3090, 14.32, -1.07, -20.08, -11.18, -20.08
3117, -2.12, 0.93, 17.53, 2.75, 20.04
3143, -7.07, 5.48, 20.04, 13.26, 20.04
3170, -5.82, 3.22, 12.47, 0.00, 20.04
3196, 6.57, -26.34, -16.08, -2.59, -16.95
3224, 10.71, -53.34, -20.08, -3.45, -20.08
3251, 1.58, -67.52, -2.16, -10.40, -7.77
3283, -6.41, -53.58, 20.04, 11.26, 20.04
3311, -8.08, -48.67, 20.04, -2.24, 20.04
3338, 0.19, -53.44, -4.04, -7.69, 2.47
3364, 7.74, -77.39, -9.22, -0.16, -11.57
3395, 11.77, -36.46, -15.02, 0.86, -12.08
3426, 5.93, -58.19, -4.00, -4.20, -8.08
3452, -11.48, -49.44, 10.67, 2.20, 18.99
3480, -19.65, -40.63, 20.04, 2.98, 20.04
3507, -16.00, -38.37, 20.04, -13.53, 20.04
3534, -13.21, -34.94, 6.98, -2.35, 20.04
3561, -11.05, -36.76, 6.43, -9.30, 5.81
3588, -12.83, -51.41, 10.36, -8.55, -6.55
3622, -0.15, -66.77, -14.63, -6.98, -14.32
3650, 7.80, -21.32, -16.87, 2.00, -20.04
3677, 13.41, 10.17, -15.34, 6.47, -20.08
3704, 13.01, -22.51, -11.73, -3.06, -20.08
3731, 5.81, -45.81, 1.65, -7.14, -13.81
3758, -5.45, -68.69, 5.49, -1.77, -6.12
3785, -15.83, -51.11, 12.67, 8.55, 6.35
3812, -23.85, -45.73, 20.04, -3.06, 20.04
3840, -29.91, -35.51, 19.10, 14.95, 20.04
3866, -30.40, -39.10, 20.04, -19.26, 20.04
3893, -30.68, -29.33, 20.04, 6.12, 20.04
