887, -4.02, -5.31, 1.57, 0.24, 8.63
945, -5.71, -4.38, 1.96, 0.20, 9.57
974, -6.81, -3.53, 1.92, 0.16, 9.85
1005, -7.71, -3.16, 1.84, -0.04, 9.18
1035, -8.35, -2.76, 1.92, 0.08, 9.85
1065, -8.89, -2.36, 1.92, 0.16, 9.61
1095, -9.47, -1.94, 2.00, 0.24, 9.45
1126, -9.93, -1.68, 2.08, 0.16, 9.89
1157, -10.22, -1.41, 1.92, 0.20, 9.57
1186, -10.42, -1.32, 1.88, 0.08, 9.69
1217, -10.49, -1.14, 1.77, 0.16, 9.41
1247, -10.70, -0.98, 1.96, 0.20, 9.73
1277, -10.75, -0.89, 1.84, 0.12, 9.61
1307, -10.93, -0.92, 1.88, 0.04, 9.14
1345, -11.03, -0.99, 1.80, 0.00, 9.18
1376, -11.11, -0.85, 1.92, 0.16, 9.57
1430, -11.12, -1.06, 1.80, -0.08, 9.49
1461, -11.32, -0.78, 2.04, 0.24, 9.57
1490, -11.31, -0.35, 1.84, 0.39, 9.41
1521, -11.31, -0.35, 1.88, 0.08, 9.77
1551, -11.27, -0.51, 1.80, -0.04, 9.45
1582, -11.38, -0.48, 1.92, 0.08, 9.38
1611, -11.32, -0.39, 1.77, 0.12, 9.34
1642, -11.34, -0.36, 1.88, 0.12, 9.49
1672, -11.48, -0.18, 2.00, 0.24, 9.57
1702, -11.39, -0.30, 1.77, 0.00, 9.38
1732, -11.43, -0.22, 1.96, 0.16, 9.73
1772, -11.42, -0.14, 1.84, 0.16, 9.49
1802, -11.36, -0.13, 1.84, 0.08, 9.57
1832, -11.18, -0.37, 1.69, -0.12, 9.22
1862, -11.31, -0.39, 2.00, 0.04, 9.77
1893, -11.32, -0.32, 1.88, 0.12, 9.57
1923, -11.30, -0.18, 1.84, 0.16, 9.38
1953, -11.23, -0.06, 1.88, 0.20, 9.89
1983, -11.08, -0.05, 1.80, 0.08, 9.81
2014, -11.20, 0.14, 2.00, 0.24, 9.77
2043, -10.95, -0.06, 1.61, -0.08, 9.38
2074, -10.85, -0.06, 1.77, 0.08, 9.69
2104, -10.88, 0.09, 1.88, 0.20, 9.77
2135, -10.98, 0.23, 1.84, 0.20, 9.06
2172, -10.91, 0.11, 1.73, 0.00, 9.38
2202, -10.90, 0.21, 1.84, 0.16, 9.65
2246, -10.85, 0.10, 1.84, 0.04, 9.85
2283, -10.66, -0.03, 1.61, 0.00, 9.38
2317, -10.69, 0.10, 1.77, 0.16, 9.41
2347, -10.63, -0.06, 1.69, -0.04, 9.22
2377, -10.71, 0.01, 1.92, 0.12, 9.77
2408, -10.91, 0.20, 2.00, 0.24, 9.65
2438, -10.80, 0.15, 1.65, 0.04, 9.10
