864, -3.02, -8.68, 0.51, 0.24, 8.87
913, -3.80, -7.23, 1.06, 0.16, 9.45
941, -3.85, -5.85, 0.67, 0.24, 9.85
967, -4.35, -4.88, 1.06, 0.16, 9.49
994, -4.31, -4.05, 0.67, 0.27, 9.81
1020, -4.67, -3.45, 1.06, 0.20, 9.61
1048, -4.48, -3.07, 0.59, 0.08, 9.81
1075, -4.74, -2.93, 0.94, -0.08, 9.26
1101, -4.54, -2.78, 0.55, -0.04, 9.38
1128, -4.57, -2.53, 0.75, 0.08, 9.45
1155, -4.43, -2.31, 0.59, 0.08, 9.57
1182, -4.60, -2.06, 0.86, 0.12, 9.41
1209, -4.51, -1.71, 0.67, 0.27, 9.69
1235, -4.71, -1.53, 0.94, 0.16, 9.57
1270, -4.64, -1.37, 0.71, 0.20, 9.96
1297, -4.71, -1.39, 0.82, -0.04, 9.65
1324, -4.51, -1.35, 0.59, 0.04, 9.53
1350, -4.51, -1.30, 0.71, 0.04, 9.18
1378, -4.40, -1.09, 0.63, 0.20, 9.53
1404, -4.47, -0.95, 0.78, 0.16, 9.49
1431, -4.47, -0.79, 0.75, 0.20, 9.57
1458, -4.48, -0.59, 0.75, 0.24, 9.53
1485, -4.55, -0.45, 0.82, 0.20, 9.77
1512, -4.71, -0.34, 0.90, 0.20, 9.69
1539, -4.75, -0.28, 0.82, 0.20, 9.85
1565, -4.80, -0.24, 0.86, 0.20, 10.00
1593, -4.67, -0.38, 0.67, -0.04, 9.73
1626, -4.60, -0.35, 0.67, 0.16, 9.53
1652, -4.56, -0.26, 0.71, 0.16, 9.53
1679, -4.57, -0.16, 0.75, 0.20, 9.65
1707, -4.57, -0.07, 0.75, 0.20, 9.61
1733, -4.60, -0.05, 0.78, 0.16, 9.69
1760, -4.65, 0.07, 0.82, 0.24, 9.85
1786, -4.56, -0.03, 0.67, 0.04, 9.73
1813, -4.77, -0.00, 0.94, 0.12, 9.45
1840, -4.66, -0.00, 0.67, 0.12, 9.69
1867, -4.50, -0.08, 0.59, 0.04, 9.45
1894, -4.37, -0.01, 0.63, 0.16, 9.57
1921, -4.47, 0.04, 0.82, 0.16, 9.49
1947, -4.50, 0.24, 0.78, 0.31, 9.65
1974, -4.59, 0.26, 0.82, 0.16, 9.53
2009, -4.43, 0.10, 0.63, 0.00, 9.92
2035, -4.41, 0.02, 0.71, 0.04, 9.26
2062, -4.27, 0.00, 0.59, 0.08, 9.45
2088, -4.31, 0.06, 0.75, 0.16, 9.41
2116, -4.30, 0.17, 0.71, 0.20, 9.53
2143, -4.39, 0.24, 0.82, 0.16, 9.61
2177, -4.43, 0.20, 0.78, 0.12, 9.96
2203, -4.65, 0.20, 0.98, 0.12, 10.00
2230, -4.64, -0.03, 0.75, -0.12, 9.61
2257, -4.61, -0.18, 0.75, -0.08, 9.41
2284, -4.55, -0.11, 0.67, 0.12, 9.22
2312, -4.59, -0.03, 0.78, 0.12, 9.34
2338, -4.45, 0.08, 0.63, 0.16, 9.49
2365, -4.52, 0.21, 0.82, 0.20, 9.53
2399, -4.42, 0.28, 0.67, 0.20, 9.85
2425, -4.54, 0.37, 0.86, 0.20, 9.73
2452, -4.64, 0.45, 0.86, 0.20, 9.81
2480, -4.52, 0.33, 0.78, 0.04, 11.41
2506, -5.63, 0.11, 1.53, -0.08, 7.92
2534, -8.84, -0.07, 4.00, -0.16, 9.06
2561, -7.06, 0.04, -0.35, 0.08, 9.77
2587, -5.49, 0.28, -0.35, 0.16, 8.12
2614, -5.37, 0.57, 0.63, 0.16, 7.73
2641, -4.76, 1.11, 0.27, 0.43, 9.45
2668, -5.30, 1.53, 1.14, 0.31, 8.24
2695, -7.46, 1.89, 2.71, 0.31, 8.47
2722, -7.35, 2.39, 1.14, 0.55, 10.47
2756, -7.77, 2.79, 1.45, 0.39, 9.18
2784, -6.11, 3.23, -0.39, 0.71, 10.24
2810, -1.68, 4.24, -2.55, 0.86, 7.18
2837, 5.54, 31.95, -1.92, 0.86, -2.16
2865, 3.06, 28.67, 3.45, 1.69, 19.69
2895, 3.97, 40.37, -1.49, 18.12, -20.08
2926, -3.68, 49.08, 20.04, 20.04, 20.04
2957, -2.73, 61.60, 0.63, 18.01, -20.08
2988, -0.20, 63.70, -6.90, 19.46, 20.04
3017, 1.27, 79.35, -1.65, 5.10, -20.08
3048, 0.21, 76.00, 1.45, 12.87, 20.04
3079, -5.97, 91.06, 15.18, 7.06, -20.08
3109, -9.87, 80.89, 10.47, 6.55, 20.04
3148, -0.13, 104.57, -20.08, 2.24, -20.08
3179, -7.98, 85.74, 20.04, 4.28, 20.04
3210, 0.15, 41.81, -16.12, -0.43, -20.08
3240, -7.64, 32.67, 20.04, 2.63, 20.04
3271, 1.55, 61.50, -20.08, 2.94, -20.08
3301, -6.45, 49.03, 20.04, 1.92, 20.04
3332, 7.58, 61.09, -15.65, 4.98, -0.51
3362, -1.43, 48.04, 20.04, -0.04, 20.04
3393, 6.76, 73.14, -20.08, 3.84, -20.08
3424, -2.14, 91.51, 20.04, 0.00, -20.08
3454, 6.19, 80.71, -20.08, 4.71, 20.04
3485, -6.95, 35.14, 20.04, -1.69, -7.88
3516, 4.12, 32.72, -20.08, 3.92, 13.65
3556, 6.99, -7.10, -7.10, -0.27, -20.08
3587, 4.66, -6.99, 2.71, 1.41, 20.04
3616, 1.69, -38.78, 4.04, -0.86, -20.08
3647, 5.04, -35.15, -6.67, -0.98, 20.04
3678, 12.40, 2.96, -20.08, 1.33, -20.08
3708, 2.59, 0.52, 19.30, -0.35, 20.04
3739, 8.32, 33.12, -13.57, 0.78, -20.08
3770, -5.67, 23.72, 20.04, -1.77, 6.94
3800, 7.39, 22.92, -20.08, 2.31, 8.16
3830, -3.43, 17.01, 20.04, -1.49, 14.75
3861, 5.26, 15.34, -20.08, 2.28, 20.04
3892, -6.49, -18.86, 20.04, -2.16, -11.18
3931, -1.43, -16.55, -7.49, 1.18, 20.04
3961, -7.62, -47.13, 11.38, -0.98, -16.83
3995, -12.67, -41.12, 13.53, -0.47, 20.04
4029, -1.65, -33.54, -20.08, 2.00, 18.20
4060, -16.09, -33.45, 20.04, -1.61, 3.57
4090, -3.31, -26.88, -20.08, 1.92, 13.89
4121, -16.20, -53.53, 20.04, -1.57, -5.81
4152, -6.04, -44.61, -17.53, 1.61, 20.04
4183, -19.87, -66.14, 19.77, -1.37, -2.86
4213, -8.96, -55.91, -18.01, 0.51, 20.04
4244, -21.45, -77.01, 6.20, -0.43, -1.45
4275, -14.95, -64.92, -5.96, 0.86, 20.04
4305, -27.69, -81.21, 8.55, -0.59, -0.86
4345, -38.15, -72.28, 17.26, -1.10, 3.26
4376, -23.75, -59.51, -14.95, 1.45, 15.73
4407, -33.42, -52.12, 16.08, -0.98, 4.67
4438, -22.62, -43.28, -9.85, 0.78, 17.85
4468, -33.43, -40.14, 11.85, -0.82, 2.12
4499, -22.14, -33.09, -10.59, 0.98, 17.06
4530, -30.51, -27.77, 12.32, -0.12, 5.49
4560, -25.28, -23.14, -0.24, 0.20, 14.04
4590, -25.94, -19.48, 2.75, -0.20, 5.53
4621, -20.17, -15.94, -1.88, 0.39, 13.69
4652, -11.37, -12.37, -6.63, 0.75, 11.57
4682, -16.60, -10.65, 7.53, -0.35, 8.83
4721, -7.40, -7.88, -9.53, 0.98, 14.59
4752, -17.65, -7.70, 10.67, -0.75, 5.41
4783, -11.24, -5.78, -4.47, 0.59, 13.89
4812, -17.91, -4.93, 6.63, -0.27, 6.08
4843, -10.84, -3.40, -5.26, 0.67, 13.26
4874, -7.61, -2.29, -1.18, 0.20, 9.85
4904, -8.37, -1.77, 2.20, -0.04, 9.89
4935, -6.78, -0.78, 0.00, 0.31, 9.38
4966, -7.14, -1.29, 1.06, -0.55, 6.24
4997, -1.55, -0.38, -5.33, 0.47, 12.47
5026, -8.76, -0.41, 6.63, -0.24, 7.18
5057, -3.20, 0.34, -4.75, 0.51, 12.00
5088, -10.81, -0.18, 6.98, -0.47, 6.67
5128, -7.95, 0.37, -0.78, 0.27, 10.83
5158, -9.77, 0.56, 2.79, -0.04, 8.63
5189, -5.88, 0.08, -1.49, -0.39, 7.65
5220, -2.64, 0.56, -2.28, 0.27, 11.61
5251, -6.26, 0.52, 3.57, -0.12, 8.16
5281, -3.46, 0.92, -1.80, 0.31, 11.96
5311, -9.64, 0.85, 5.84, -0.12, 7.37
5342, -4.50, 1.24, -4.12, 0.39, 12.24
5372, -10.28, 1.08, 5.49, -0.12, 7.26
5403, -6.11, 1.09, -2.47, 0.04, 10.94
5434, -9.64, 1.05, 4.08, -0.08, 8.36
