873, -3.26, -4.90, 1.14, 0.55, 8.94
923, -3.55, -3.38, 0.78, 0.67, 9.49
951, -3.94, -2.25, 0.90, 0.55, 9.45
977, -3.13, -1.20, -0.04, 0.71, 9.26
1004, -4.11, -0.68, 1.53, 0.51, 10.12
1031, -4.39, -0.15, 1.02, 0.63, 10.20
1057, -4.87, 0.11, 1.22, 0.47, 9.89
1084, -4.93, 0.30, 0.82, 0.35, 9.22
1112, -5.30, 0.54, 1.18, 0.47, 9.53
1138, -5.69, 0.69, 1.33, 0.47, 10.04
1165, -5.01, 1.06, 0.24, 0.59, 8.47
1191, -5.08, 1.38, 0.86, 0.59, 9.22
1218, -5.49, 1.52, 1.37, 0.59, 10.55
1245, -5.55, 1.76, 0.98, 0.67, 9.61
1278, -4.78, 1.81, 0.16, 0.47, 9.41
1305, -5.54, 1.67, 1.61, 0.35, 10.08
1332, -5.53, 1.62, 0.86, 0.39, 9.18
1361, -4.05, 1.62, -0.47, 0.35, 8.79
1393, -4.80, 1.70, 1.53, 0.51, 10.40
1420, -4.76, 2.07, 0.75, 0.75, 9.49
1447, -4.53, 2.19, 0.55, 0.59, 9.57
1474, -5.26, 2.21, 1.57, 0.55, 10.28
1501, -5.56, 2.32, 1.18, 0.63, 9.69
1527, -5.02, 2.34, 0.35, 0.47, 8.87
1555, -5.18, 2.24, 0.94, 0.35, 9.26
1582, -4.99, 2.29, 0.71, 0.55, 10.00
1608, -5.08, 2.31, 0.94, 0.55, 9.89
1636, -4.87, 2.45, 0.59, 0.59, 8.94
1670, -4.52, 2.48, 0.51, 0.59, 10.04
1696, -5.29, 2.54, 1.53, 0.59, 9.73
1724, -4.76, 2.76, 0.35, 0.63, 8.67
1751, -5.38, 2.65, 1.49, 0.43, 10.20
1777, -5.82, 2.46, 1.37, 0.35, 9.89
1805, -4.99, 2.56, 0.16, 0.55, 8.79
1831, -4.70, 2.66, 0.55, 0.59, 9.41
1858, -5.05, 2.75, 1.18, 0.63, 10.00
1885, -4.94, 2.88, 0.71, 0.63, 9.18
1912, -4.99, 2.97, 0.90, 0.63, 9.73
1939, -4.74, 2.99, 0.59, 0.59, 9.81
1966, -4.90, 3.02, 1.02, 0.63, 10.20
1992, -5.14, 3.12, 1.10, 0.71, 10.00
2019, -4.30, 3.21, 0.04, 0.67, 9.53
2053, -4.85, 3.00, 1.29, 0.43, 9.77
2079, -4.83, 3.04, 0.75, 0.55, 8.98
2106, -4.21, 3.21, 0.20, 0.67, 8.98
2132, -5.01, 3.16, 1.57, 0.55, 10.12
2160, -4.69, 3.33, 0.51, 0.71, 9.30
2187, -4.24, 3.32, 0.35, 0.59, 9.65
2213, -4.40, 3.30, 0.86, 0.59, 9.65
2241, -5.07, 3.30, 1.41, 0.59, 9.61
2268, -5.52, 3.16, 1.29, 0.47, 9.61
2294, -5.73, 3.00, 1.10, 0.43, 9.45
2322, -5.55, 3.07, 0.71, 0.59, 8.79
2349, -4.02, 3.22, -0.43, 0.47, 7.02
2375, -4.69, 3.09, 1.49, 0.51, 10.63
2410, -4.73, 3.10, 0.86, 0.67, 9.92
2437, -4.93, 3.01, 0.98, 0.47, 9.49
2463, -5.32, 2.97, 1.37, 0.59, 10.87
2490, -5.65, 3.00, 1.10, 0.51, 8.75
2516, -5.52, 2.89, 0.78, 0.35, 9.18
2544, -6.37, 2.79, 1.92, 0.43, 10.55
2571, -5.43, 2.87, 0.12, 0.59, 9.61
2597, -4.99, 3.04, 0.47, 0.67, 9.10
2624, -5.50, 3.09, 1.37, 0.63, 9.85
2651, -4.97, 3.20, 0.39, 0.63, 9.26
2678, -5.39, 3.26, 1.26, 0.63, 9.57
2705, -4.60, 3.40, 0.16, 0.78, 10.55
2732, -4.14, 3.40, 0.35, 0.59, 9.92
2758, -4.02, 3.43, 0.63, 0.67, 10.24
2791, -4.54, 3.23, 1.29, 0.47, 10.32
2819, -4.06, 3.19, 0.31, 0.55, 9.61
2845, -3.29, 3.39, -0.04, 0.71, 8.75
2872, -4.49, 3.30, 1.92, 0.59, 10.40
2898, 2.72, 3.94, -5.73, 0.94, 7.57
2926, -3.60, 3.35, 6.71, 0.12, 9.65
2953, -2.25, 3.66, -0.47, 0.59, 6.59
2979, -2.23, 3.75, 0.39, 0.59, 9.41
3006, -2.38, 3.82, 0.55, 0.59, 9.49
3033, -2.33, 3.77, 0.35, 0.47, 9.10
3063, -3.04, 3.71, 1.26, 0.55, 10.59
3093, -3.55, 3.69, 1.10, 0.63, 10.32
3121, -3.48, 3.84, 0.51, 0.71, 8.98
3147, -3.82, 3.85, 0.98, 0.67, 10.12
3181, -4.10, 3.71, 0.90, 0.51, 9.53
3209, -3.97, 3.71, 0.55, 0.59, 9.18
3235, -3.83, 3.83, 0.51, 0.67, 8.98
3262, -4.58, 3.91, 1.49, 0.78, 10.28
3290, -4.83, 3.98, 1.02, 0.71, 9.53
3316, -4.27, 4.25, 0.24, 0.82, 8.75
3343, -4.65, 4.30, 1.14, 0.75, 10.04
3369, -5.07, 4.40, 1.22, 0.78, 9.73
3396, -5.33, 4.44, 1.14, 0.75, 10.08
3424, -5.57, 4.31, 1.18, 0.63, 10.20
3450, -5.37, 4.16, 0.71, 0.59, 9.53
3477, -4.72, 4.24, 0.24, 0.75, 9.38
3504, -4.32, 4.33, 0.35, 0.75, 8.94
3536, -4.92, 4.29, 1.33, 0.71, 9.89
3563, -5.37, 4.20, 1.26, 0.67, 9.73
3591, -5.23, 4.24, 0.75, 0.75, 9.57
3617, -5.00, 4.22, 0.63, 0.71, 9.61
3644, -4.73, 4.19, 0.55, 0.67, 9.34
3671, -4.86, 4.12, 0.86, 0.59, 9.26
3698, -5.09, 4.12, 1.02, 0.67, 9.41
3725, -5.00, 4.11, 0.75, 0.67, 9.57
3751, -4.90, 4.20, 0.71, 0.75, 9.34
3778, -5.08, 4.41, 0.98, 0.86, 9.49
3805, -5.11, 4.49, 0.86, 0.78, 9.69
3831, -5.29, 4.56, 1.06, 0.82, 10.00
3858, -5.24, 4.61, 0.86, 0.86, 10.12
3886, -5.00, 4.72, 0.63, 0.90, 9.73
3919, -5.07, 4.78, 0.90, 0.82, 9.57
3946, -5.02, 4.87, 0.78, 0.86, 9.45
3973, -5.12, 4.86, 0.90, 0.78, 9.22
4000, -5.26, 4.81, 0.98, 0.75, 9.41
4027, -5.25, 4.85, 0.86, 0.82, 9.65
4054, -5.34, 4.86, 0.98, 0.82, 9.92
4080, -5.32, 4.96, 0.90, 0.90, 9.81
4107, -4.63, 4.97, 0.20, 0.75, 9.02
4134, -4.45, 4.95, 0.55, 0.67, 8.75
4161, -4.66, 5.04, 0.90, 0.75, 8.98
4190, -4.96, 5.04, 1.10, 0.75, 9.77
4220, -5.23, 5.21, 1.18, 0.98, 10.24
4250, -5.64, 5.03, 1.45, 0.78, 10.90
4281, -7.50, 4.73, 3.61, 0.90, 12.51
4320, -4.70, 4.48, -2.67, 4.55, 20.04
4349, -11.43, 28.95, 20.04, 5.49, -20.08
4380, -3.27, 36.31, -20.08, 16.59, 20.04
4411, -10.08, 29.62, 20.04, 6.94, 20.04
4442, -1.61, 34.79, -20.08, 13.42, 20.04
4472, -9.14, -5.57, 20.04, -1.10, -20.08
4503, -0.32, 2.37, -20.08, 11.57, 20.04
4534, -8.07, -28.93, 20.04, -5.84, -20.08
4563, 1.00, -19.33, -20.08, 8.79, 20.04
4594, -7.08, -46.37, 20.04, -5.77, -20.08
4625, 2.13, -35.86, -20.08, 8.24, 20.04
4656, -6.42, -59.85, 20.04, -3.73, -20.08
4696, -11.57, -52.84, 14.63, 2.55, 20.04
4726, -6.41, -8.44, -6.86, 1.26, -20.08
4756, -13.28, -41.67, 20.04, -1.92, -20.08
4787, -3.13, -30.51, -20.08, 4.71, 20.04
4817, -17.60, -30.86, 20.04, -0.75, 2.16
4854, -6.26, -23.15, -20.08, 5.10, 20.04
4885, -13.55, -50.30, 20.04, -3.61, -20.08
4916, -2.80, -41.20, -20.08, 3.53, 20.04
4946, -10.63, -64.75, 20.04, -2.82, -20.08
4977, -0.41, -53.61, -20.08, 3.69, 20.04
5008, 0.85, -10.72, -2.39, 0.39, -20.08
5039, 0.82, -9.41, 0.47, 1.29, 20.04
5068, -1.27, -38.82, 3.73, -0.24, -20.08
5097, 1.57, -32.73, -4.67, 1.73, 20.04
5128, -2.48, -25.06, 7.73, 1.84, 20.04
5158, -17.59, -38.12, 16.79, -0.82, 0.00
5188, -7.82, -29.93, -12.94, 1.57, 16.00
5219, -12.12, -57.84, 12.32, -0.31, -20.08
5250, -2.16, -46.74, -19.50, 2.28, 20.04
5280, -9.80, -70.89, 20.04, -1.80, -20.08
5310, -0.80, -58.40, -17.14, 2.08, 20.04
5341, -8.05, -80.24, 17.61, -1.57, -20.08
5371, -1.23, -66.70, -11.41, 1.69, 20.04
5402, -6.98, -87.12, 13.14, -1.33, -20.08
5433, -0.37, -72.77, -11.22, 1.69, 20.04
5471, -0.58, -59.16, 0.67, 1.10, 20.04
5501, -9.62, -81.77, 10.71, -0.90, -8.90
5532, -3.96, -67.17, -8.08, 1.18, 20.04
5563, -14.12, -87.57, 8.83, -0.71, -5.10
5593, -7.76, -72.41, -8.12, 1.14, 20.04
5623, -11.07, -92.19, 9.30, -1.18, -19.46
5654, -5.47, -76.67, -7.41, 1.10, 20.04
5684, -11.94, -95.56, 8.20, -0.47, -9.45
5714, -8.99, -79.86, -1.73, 0.59, 20.04
5745, -11.22, -98.29, 3.53, -0.24, -9.41
5776, -8.27, -82.16, -1.96, 0.51, 20.04
5807, -5.15, -67.47, -2.20, 0.39, 12.94
5847, -9.60, -88.98, 5.88, -0.63, -10.63
5876, -5.76, -73.16, -4.00, 0.78, 20.04
5907, -10.57, -92.66, 5.22, -0.55, -8.39
5938, -8.53, -76.78, -1.18, 0.51, 20.04
5968, -10.76, -95.46, 2.90, -0.43, -7.81
5998, -8.21, -79.36, -1.22, 0.51, 20.04
6029, -6.05, -65.22, -0.55, 0.04, 7.77
